"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.090624989E-3,-1.068352081E-1,-1.126594734E-1,-5.098146397E-1,5.329323461E-1
1.309762499E-2,-1.479750480E-1,-1.124723625E-1,-5.883795834E-1,6.170390436E-1
2.310462500E-2,-1.082363471E-2,-1.646806893E-1,-3.421404684E-1,3.798644239E-1
3.311162497E-2,7.002654701E-2,-9.600631088E-2,-2.925361991E-2,1.223793418E-1
4.311862498E-2,5.553641573E-2,1.754866362E-2,3.395723712E-1,3.445310499E-1
5.312562498E-2,-6.183810622E-2,7.753671080E-2,5.154981333E-1,5.249516343E-1
6.313262499E-2,-2.344430883E-1,1.215817398E-1,5.522069532E-1,6.121096309E-1
7.313962499E-2,-3.527360617E-1,9.388055563E-2,4.820438737E-1,6.046507951E-1
8.314662499E-2,-5.002801698E-1,8.796492755E-2,3.085271645E-1,5.943122816E-1
9.315362500E-2,-6.251082838E-1,1.491387901E-1,1.709445190E-1,6.649998299E-1
1.031606250E-1,-5.748885950E-1,2.000113204E-1,1.461979330E-2,6.088638299E-1
1.131676250E-1,-4.718507150E-1,2.736704502E-1,-2.007173717E-1,5.812280756E-1
1.231746250E-1,-3.001868422E-1,3.434315336E-1,-3.070653605E-1,5.498604315E-1
1.331816250E-1,5.215804070E-2,2.591643852E-1,-1.898801422E-1,3.254859570E-1
1.431886250E-1,2.942624433E-1,1.960194263E-1,2.709190428E-2,3.546096055E-1
1.531956250E-1,3.536799484E-1,2.288287380E-1,2.820492178E-1,5.069554799E-1
1.632026250E-1,2.091926184E-1,2.689526242E-1,5.897022235E-1,6.810622425E-1
1.732096250E-1,-1.950999516E-1,2.844673339E-1,8.404553890E-1,9.084882586E-1
1.832166250E-1,-6.426000832E-1,2.884650752E-1,1.001485954E0,1.224386002E0
1.932236250E-1,-8.735485831E-1,2.129827836E-1,9.491878724E-1,1.307442699E0
2.032306250E-1,-8.350076844E-1,7.363018602E-2,7.788953179E-1,1.144262712E0
2.132376250E-1,-6.514363955E-1,6.917840838E-3,3.540284425E-1,7.414535535E-1
2.232446250E-1,-3.950596704E-1,3.556218088E-2,-1.354063118E-1,4.191320569E-1
2.332516250E-1,-1.198876552E-1,1.859587070E-1,-5.273276353E-1,5.718637299E-1
2.432586250E-1,1.262921105E-1,3.687055385E-1,-7.983133364E-1,8.883679724E-1
2.532656250E-1,2.373203570E-1,4.214100015E-1,-9.204628408E-1,1.039788047E0
2.632726250E-1,1.059454080E-1,3.563936412E-1,-8.791271192E-1,9.545183857E-1
2.732796250E-1,-4.574539930E-2,1.737634617E-1,-3.320446658E-1,3.775447553E-1
2.832866250E-1,-1.103546472E-1,-3.473670021E-1,2.039713472E-1,4.176676822E-1
2.932936250E-1,-7.344741668E-1,1.930560574E-1,-7.080329114E-1,1.038283943E0
3.033006250E-1,-9.455509043E-1,1.133525439E0,-5.104747903E-1,1.561899787E0
3.133076250E-1,-1.537000568E-1,1.408062446E0,7.754524773E-1,1.614803426E0
3.233146250E-1,4.904894458E-1,1.062462765E0,1.702302232E0,2.065729874E0
3.333216250E-1,6.959451087E-1,-2.486522609E-1,2.218183942E0,2.338056360E0
3.433286250E-1,4.586645493E-2,-5.172153144E-1,7.859464753E-1,9.419805067E-1
3.533356250E-1,-5.904590725E-1,-4.925508817E-1,-1.034691707E0,1.289121878E0
3.633426250E-1,-9.063236886E-1,-5.557429107E-1,-1.685213744E0,1.992540633E0
3.733496250E-1,-8.046539108E-1,1.242760052E0,-2.117874373E0,2.584049598E0
3.833566250E-1,-1.139244454E-1,3.099033944E0,-2.159828146E0,3.779133205E0
3.933636250E-1,7.409957126E-1,3.859647357E0,-2.984477341E-1,3.941449406E0
4.033706250E-1,2.340718486E0,2.407597331E0,1.112425761E0,3.537368939E0
4.133776250E-1,2.827842128E0,-9.179441527E-2,8.806468105E-1,2.963217191E0
4.233846250E-1,1.197061796E0,-2.323725600E0,-6.645541853E-1,2.697089148E0
4.333916250E-1,9.168062845E-1,-3.229559292E0,-1.689520803E0,3.758333079E0
4.433986250E-1,1.345184851E-1,-3.271509264E0,-2.696183882E0,4.241494502E0
4.534056250E-1,-4.946459025E-1,-3.944030573E0,-2.731989892E0,4.823258286E0
4.634126250E-1,-7.240686811E-1,-3.509855515E0,-1.972640646E0,4.090803382E0
4.734196250E-1,7.827122341E-1,-1.567342793E0,-1.323293899E0,2.195520125E0
4.834266250E-1,2.323561293E0,7.931864977E-2,6.573223490E-1,2.416050745E0
4.934336250E-1,4.356684369E0,-8.400766356E-1,1.244831282E0,4.608256977E0
5.034406250E-1,5.633982900E0,-2.413425104E-1,-1.502714542E0,5.835936988E0
5.134476250E-1,3.712695426E0,1.944693294E-1,-1.783137649E0,4.123288193E0
5.234546250E-1,2.821898434E-1,-2.079626566E-1,-4.484340781E-1,5.691859948E-1
5.334616250E-1,-2.363632262E0,4.640747952E-1,-1.811072137E0,3.013653128E0
5.434686250E-1,-1.778817434E0,-2.431745600E0,-3.427677577E0,4.563611694E0
5.534756250E-1,-5.322071368E0,-1.633190482E0,-2.633028690E0,6.158294802E0
5.634826250E-1,-2.227743263E0,-1.330482174E0,-4.457538314E0,5.157777688E0
5.734896250E-1,-8.038377857E-1,-1.865139148E0,-5.549809892E0,5.909762184E0
5.834966250E-1,4.754952845E-1,-2.575949340E0,-3.652273223E0,4.494520048E0
5.935036250E-1,1.573735993E0,-2.669466199E0,-1.550375782E0,3.465019456E0
6.035115000E-1,3.935505332E0,-3.741454956E0,-1.604022231E0,5.662117513E0
6.135185000E-1,5.076053862E0,-4.103535599E0,-2.928314835E0,7.154044660E0
6.235255000E-1,3.791580212E0,-3.267259215E0,-3.233382202E0,5.958676342E0
6.335325000E-1,1.584480252E0,-2.666985810E0,-4.066288251E0,5.114498130E0
6.435395000E-1,-5.969235349E0,-2.341072389E-1,-5.485522680E0,8.110335130E0
6.535465000E-1,-1.663060047E1,4.376102680E0,-5.232230068E0,1.797507658E1
6.635535000E-1,-8.044547254E0,-3.645543078E0,-5.411325606E0,1.035795200E1
6.735605000E-1,-2.795477790E0,-6.197402474E0,-2.040801054E0,7.098405627E0
6.835675000E-1,-3.400040127E0,-3.723212813E0,1.216887438E0,5.186848904E0
6.935745000E-1,-2.818156216E0,-6.002277964E0,-3.054135221E-1,6.637968261E0
7.035815000E-1,-4.447537236E0,-6.682502103E0,-6.690887010E-1,8.055066822E0
7.135885000E-1,-5.046393276E0,-5.893109863E0,4.470751852E-1,7.771403038E0
7.235955000E-1,-4.374834126E0,-4.907580376E0,-1.486330059E-1,6.576139487E0
7.336025000E-1,-3.417684100E0,-4.830080211E0,-1.084968114E0,6.015596002E0
7.436095000E-1,-1.987879075E0,-5.039991744E0,-1.326555184E0,5.577896436E0
7.536165000E-1,-1.576058507E-2,-5.534850376E0,-3.925820589E-3,5.534874207E0
7.636235000E-1,2.514393947E0,-5.806022603E0,2.637372879E0,6.854765575E0
7.736305000E-1,3.755260817E0,-4.800088672E0,4.451843418E0,7.547300503E0
7.836375000E-1,3.561384687E0,-4.520743499E0,4.897069421E0,7.556578035E0
7.936445000E-1,4.174060037E0,-3.938987642E0,4.028797073E0,7.012104298E0
8.036515000E-1,4.480205630E0,-2.474004890E0,3.052924263E0,5.959302748E0
8.136585000E-1,5.009283337E0,-1.614232639E0,2.207039880E0,5.706986210E0
8.236655000E-1,5.753002975E0,-2.633214632E0,2.024151692E0,6.642894896E0
8.336725000E-1,7.096815339E0,-3.069613093E0,3.488568726E0,8.482772203E0
8.436795000E-1,9.242254656E0,8.477132455E-1,4.135295336E0,1.016063760E1
8.536865000E-1,1.026937363E1,1.869539616E0,3.350991636E0,1.096286268E1
8.636935000E-1,1.074467625E1,1.910984388E0,2.949264531E0,1.130478175E1
8.737005000E-1,1.178331366E1,2.249764169E0,2.073705237E0,1.217407791E1
8.837075000E-1,1.371638912E1,2.565313255E0,1.291490601E-1,1.395481430E1
8.937145000E-1,1.686783955E1,4.828526021E0,-1.934588575E0,1.765166586E1
9.037215000E-1,1.571341675E1,8.623701686E0,-3.491180093E0,1.826110717E1
9.137285000E-1,8.464101350E0,6.332494791E0,-4.864298701E0,1.163627534E1
9.237355000E-1,7.047789944E0,2.238528745E0,-4.699834651E0,8.761894760E0
9.337425000E-1,5.759039640E0,2.952671412E0,-2.525013660E0,6.946977762E0
9.437495000E-1,4.525721526E0,2.671636686E0,-8.131664336E-1,5.317991873E0
9.537565000E-1,4.036526508E0,1.453644708E0,5.503680038E-1,4.325451898E0
9.637635000E-1,3.029017922E0,9.377314228E-1,1.993220360E0,3.745292672E0
9.737705000E-1,2.102334813E0,4.571914530E-1,2.636276234E0,3.402761830E0
9.837775000E-1,8.218179739E-1,-1.661872244E-1,2.555732008E0,2.689752604E0
9.937845000E-1,-8.676753473E-1,-3.946864718E-1,1.932136837E0,2.154481533E0
1.003791500E0,-1.696339826E0,-4.409379476E-1,1.123550966E0,2.081913027E0
1.013798500E0,-1.763134325E0,-1.008849353E-1,7.813597731E-1,1.931150826E0
1.023805500E0,-2.159307743E0,3.401138234E-1,1.092029211E0,2.443525146E0
1.033812500E0,-2.156100546E0,-1.966617429E-1,1.565718729E0,2.671875847E0
1.043819500E0,-1.051700673E0,-4.379880273E-1,2.048703566E0,2.344161709E0
1.053826500E0,3.665081549E-1,-5.399903655E-2,1.903171631E0,1.938893081E0
1.063833500E0,1.790209272E0,3.872757107E-1,1.412948087E0,2.313277764E0
1.073840500E0,2.419467325E0,7.073695448E-1,7.926798365E-1,2.642448700E0
1.083847500E0,1.964690187E0,1.109175586E0,-3.293157703E-1,2.280071685E0
1.093854500E0,-8.351776922E-1,2.003485293E0,-2.372753626E0,3.215810142E0
1.103861500E0,-2.416388181E0,2.863659832E0,-4.780237960E0,6.073726568E0
1.113868500E0,-2.936509123E0,2.331382529E0,-4.859376515E0,6.137749624E0
1.123875500E0,-3.877458268E0,1.154680080E0,-3.337223782E0,5.244523933E0
1.133882500E0,-3.936996957E0,1.460844970E-1,-1.599702308E0,4.252097505E0
1.143889500E0,-3.762320745E0,-5.823625061E-1,-2.647245026E-1,3.816317929E0
1.153896500E0,-3.843308775E0,-1.041377998E0,1.756573164E0,4.352130484E0
1.163903500E0,-2.907908052E0,-7.601064599E-1,2.254336107E0,3.757089612E0
1.173910500E0,-1.568192832E0,6.230477250E-1,-9.772159159E-2,1.690256412E0
1.183917500E0,-1.472332994E0,1.881527578E0,-3.056752143E0,3.879644846E0
1.193924500E0,-3.547894576E0,1.749292211E0,-5.504531978E0,6.778454946E0
1.203931500E0,-5.496927674E0,8.568375331E-1,-5.030033351E0,7.500107994E0
1.213938500E0,-4.576135050E0,4.006868845E-1,-3.031151278E0,5.503584291E0
1.223945500E0,-3.158971120E0,1.040719017E0,-1.044274709E-1,3.327626738E0
1.233952500E0,-1.423117565E0,1.259289692E0,1.830307723E0,2.638389754E0
1.243959500E0,-9.218106240E-1,6.075262910E-1,1.764686176E0,2.081571598E0
1.253966500E0,-2.674459721E0,2.754932612E0,1.961426125E0,4.311563631E0
1.263973500E0,-1.637226815E0,1.939058917E0,8.456442082E-1,2.674990702E0
1.273980500E0,2.830264630E0,2.281281247E0,-6.718450785E-2,3.635815694E0
1.283987500E0,5.807785538E0,4.237418126E0,-1.859243254E0,7.425824582E0
1.293994500E0,5.671336083E0,4.731687359E0,-3.428977997E0,8.143144868E0
1.304001500E0,5.840649814E0,4.961658350E0,-3.276727027E0,8.334757575E0
1.314008500E0,6.150673866E0,4.948269981E0,-1.142968181E0,7.976373930E0
1.324015500E0,6.014607988E0,3.550350991E0,1.507333258E0,7.145107064E0
1.334022500E0,4.923356749E0,2.015815317E0,3.685539202E0,6.471951196E0
1.344029500E0,3.315468339E0,4.426155138E-1,4.171767343E0,5.347137698E0
1.354036500E0,2.175786951E0,-5.616911370E-1,4.114640046E0,4.688262845E0
1.364043500E0,9.402860713E-1,-9.181818420E-1,1.204310151E0,1.782570820E0
1.374050500E0,6.215145850E-1,4.897627831E-3,-2.662462697E0,2.734046813E0
1.384057500E0,4.193213761E-1,-1.085564822E-1,-5.233774903E0,5.251667798E0
1.394064500E0,2.536977648E0,2.451173267E0,-1.591396777E0,3.870019337E0
1.404071500E0,1.431380850E-1,-4.783145195E-1,-1.028936731E0,1.143671320E0
