"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.063041645E-3,-1.448171130E0,1.432942057E-1,2.300607464E0,2.722228417E0
1.705004164E-2,-7.986331791E-1,-1.192697507E-1,2.056414289E0,2.209271364E0
2.703704164E-2,-7.614437181E-1,-2.964994419E-1,1.683296442E0,1.871148141E0
3.702404167E-2,-1.328808408E0,-5.511351585E-1,1.195497154E0,1.870479937E0
4.701004166E-2,-1.368663615E0,-8.514996099E-1,5.204103792E-1,1.693847289E0
5.699704165E-2,-5.865879965E-1,-1.028104526E0,-9.100875413E-1,1.493098700E0
6.698404165E-2,-5.417047691E-1,-9.687982643E-1,-2.130744095E0,2.402516292E0
7.697104165E-2,-1.117116398E0,-1.374099771E0,-4.522803766E0,4.857144545E0
8.695804165E-2,-1.968531808E0,-1.691518504E0,-6.376931875E0,6.884882895E0
9.694504165E-2,-2.643491113E0,-1.648229520E0,-6.954971827E0,7.620783354E0
1.069320416E-1,-2.789093800E0,-1.315472079E0,-6.205859302E0,6.929805242E0
1.169180417E-1,-1.930032863E0,-1.084771355E0,-4.725672913E0,5.218595618E0
1.269050417E-1,-1.533661223E0,-1.052067585E0,-3.426682380E0,3.898860742E0
1.368920417E-1,-8.043619886E-1,-9.206142837E-1,2.607869875E-1,1.250015488E0
1.468790417E-1,1.097205167E0,-1.135403857E0,1.972688009E0,2.526756632E0
1.568660417E-1,1.240691453E0,-1.590285367E0,3.553183383E-1,2.048065906E0
1.668530417E-1,1.034981144E0,-1.767752163E0,-8.736418462E-1,2.226967390E0
1.768400416E-1,6.315780817E-1,-2.019658692E0,5.977286965E-1,2.198906933E0
1.868260417E-1,-5.349334010E-1,-2.919120088E0,3.200932494E0,4.365018289E0
1.968130417E-1,-1.728928990E0,-3.608575226E0,2.386082062E0,4.658797937E0
2.068000417E-1,-2.956109282E0,-3.066122306E0,-6.846183211E-1,4.313744351E0
2.167870417E-1,-3.003515875E0,-1.962893922E0,-3.266124271E0,4.851971549E0
2.267740417E-1,-1.608356772E0,-1.474804320E0,-3.086616504E0,3.780087397E0
2.367610417E-1,4.014873683E-1,-1.095953278E0,-1.130202466E0,1.624704068E0
2.467480417E-1,1.928372253E0,-1.164069247E0,-4.015107572E-2,2.252840178E0
2.567340416E-1,2.862950565E0,-1.281453563E0,-1.215694606E0,3.364003946E0
2.667210416E-1,3.720052977E0,-5.027924260E-1,-2.256092611E0,4.379674445E0
2.767080417E-1,2.389245844E0,-3.663903335E-1,-3.255955378E0,4.055118124E0
2.866950417E-1,1.119243468E0,-4.459364399E-1,-3.652631657E0,3.846203748E0
2.966820417E-1,2.363708276E0,4.217123026E-1,-2.983239486E0,3.829448512E0
3.066690417E-1,4.326048760E0,6.198536834E-1,-1.019656177E0,4.487606843E0
3.166560417E-1,4.847346746E0,-4.654559076E-2,-7.520805717E-1,4.905564407E0
3.266420416E-1,5.020870764E0,-2.832370797E-1,-1.776100525E0,5.333282249E0
3.366290416E-1,4.399428685E0,-8.183488208E-1,-2.811736557E0,5.284934249E0
3.466160416E-1,3.015643585E0,-1.921261162E0,-3.857673045E0,5.259942206E0
3.566030416E-1,1.945847242E0,-2.968617938E0,-3.018108187E0,4.659183510E0
3.665900417E-1,1.730639885E0,-3.287505199E0,-4.189207833E0,5.599309522E0
3.765770417E-1,2.275292236E0,-2.530636343E0,-3.655982696E0,4.994725672E0
3.865640417E-1,2.924022979E0,-1.845080421E0,-1.567858372E0,3.796368266E0
3.965500417E-1,1.707136125E0,-2.926841921E0,-1.103182483E0,3.563387289E0
4.065370417E-1,-8.796668172E-2,-4.067303035E0,-2.917674657E0,5.006347722E0
4.165240416E-1,-1.716041434E0,-4.956218686E0,-4.842413743E0,7.138478319E0
4.265110416E-1,-2.920999383E0,-5.889081717E0,-6.132759166E0,8.990231135E0
4.364980416E-1,-3.533796355E0,-7.156725326E0,-5.710945707E0,9.814343326E0
4.464850416E-1,-4.358834390E0,-8.429797490E0,-3.670982559E0,1.017531503E1
4.564720417E-1,-4.566465510E0,-9.102043687E0,-1.702675869E0,1.032467489E1
4.664580417E-1,-3.449588263E0,-8.679252573E0,-8.096306223E-1,9.374677923E0
4.764450417E-1,-2.157792145E0,-7.878758810E0,-1.033933908E0,8.234071086E0
4.864320417E-1,-1.122550215E0,-6.653760114E0,3.161180198E-2,6.747862028E0
4.964190417E-1,-6.093219709E-1,-5.472811418E0,2.086147966E0,5.888544083E0
5.064060416E-1,-1.970570147E-1,-5.251891916E0,3.087366117E0,6.095328515E0
5.163930416E-1,1.822694063E-2,-5.681053571E0,3.048071659E0,6.447126704E0
5.263800416E-1,-2.769019139E-1,-6.479818897E0,3.525797948E0,7.382139174E0
5.363660417E-1,-4.760919929E-1,-6.853600988E0,4.769106030E0,8.363186141E0
5.463530417E-1,-2.318070173E-1,-6.800317651E0,5.471447847E0,8.731253987E0
5.563400417E-1,7.389781308E-1,-5.741255334E0,5.360239068E0,7.889249923E0
5.663270417E-1,2.399023120E0,-3.748830634E0,4.916520184E0,6.631833364E0
