"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.380541642E-3,-1.580491866E0,9.618681443E-1,-5.654660994E-1,1.934656759E0
1.236654166E-2,-1.476908148E0,1.175371038E0,-2.346785849E-1,1.902059093E0
2.235354166E-2,-1.402853454E0,8.528865695E-1,-5.601726151E-1,1.734706509E0
3.233954165E-2,-1.439100929E0,9.329627261E-1,-5.247595382E-1,1.793544955E0
4.232654165E-2,-1.590612519E0,8.978273919E-1,-4.316087151E-1,1.876813335E0
5.231254167E-2,-2.269263464E0,1.206845430E0,-8.119379336E-1,2.695417550E0
6.229954166E-2,-2.556277845E0,1.392530487E0,-9.704196972E-1,3.068454329E0
7.228554165E-2,-2.318938192E0,1.314372802E0,-2.266847979E0,3.499092735E0
8.227254165E-2,-2.605878606E0,8.037775594E-1,-2.689722708E0,3.830309377E0
9.225854164E-2,-2.717043531E0,2.647917455E-1,-3.009133880E0,4.062920985E0
1.022455417E-1,-2.135179500E0,-3.866781253E-1,-3.524312171E0,4.138754372E0
1.122315417E-1,-1.051089931E0,-9.484525850E-1,5.196034634E-1,1.508091545E0
1.222185417E-1,-4.057798094E-1,-1.527377221E0,6.931114018E0,7.108999927E0
1.322045416E-1,-1.925619677E-1,-1.009134989E0,9.228176315E0,9.285185600E0
1.421915416E-1,-2.102706988E-1,-4.270657209E-1,7.903610061E0,7.917932236E0
1.521775417E-1,-4.601178382E-1,-1.766736209E-1,4.235721849E0,4.264300831E0
1.621635417E-1,-2.024613038E-1,2.787668833E-1,9.630352485E-1,1.022809095E0
1.721505416E-1,2.704226142E-1,5.285523346E-1,-8.774782044E-1,1.059463996E0
1.821365416E-1,8.258464131E-1,3.621031550E-1,-2.249069520E0,2.423108479E0
1.921235417E-1,1.286857267E0,1.931300247E-1,-3.569902326E0,3.799671493E0
2.021095417E-1,1.647639975E0,2.984538737E-1,-5.071196580E0,5.340489393E0
2.120965417E-1,1.787590304E0,3.452140573E-1,-5.917458254E0,6.191200532E0
2.220825416E-1,1.476498843E0,2.035009387E-1,-5.772542616E0,5.961854553E0
2.320695416E-1,4.053129092E-1,1.871044689E-1,-4.779751471E0,4.800553173E0
2.420555417E-1,-7.035885890E-1,5.410887650E-1,-3.629373187E0,3.736330243E0
2.520425417E-1,-1.439054297E0,9.285308290E-1,-2.848456487E0,3.323665316E0
2.620285416E-1,-1.697729417E0,9.676840773E-1,-2.395834048E0,3.091717716E0
2.720155416E-1,-1.560483863E0,4.913967875E-1,1.030478788E0,1.933511630E0
2.820015417E-1,-1.428420843E0,-1.316854361E-1,1.201056687E0,1.870899336E0
2.919885417E-1,-1.237656017E0,-6.905892053E-1,1.242812238E0,1.885016745E0
3.019745417E-1,-1.472867576E0,-7.627488166E-1,-9.289793104E-1,1.901085798E0
3.119605416E-1,-1.420475208E0,-6.385261819E-1,-4.616061008E-1,1.624360088E0
3.219475416E-1,-1.328903572E0,-5.588011506E-1,-1.150130947E0,1.844192133E0
3.319335417E-1,-1.199177538E0,-7.038518599E-1,-1.273994855E0,1.885867731E0
3.419205417E-1,-6.410883587E-1,-8.029343909E-1,-1.174264745E0,1.560319073E0
3.519065416E-1,-4.244767930E-1,-6.420011821E-1,-1.030684025E0,1.286334181E0
3.618935416E-1,-4.793503538E-1,-5.739761370E-1,-7.014454383E-1,1.025305355E0
3.718795417E-1,-1.398607937E-1,-9.645508468E-1,-4.299247169E-1,1.065248628E0
3.818665417E-1,2.700766418E-1,-9.175626218E-1,8.254941183E-1,1.263448890E0
3.918525417E-1,4.691071283E-1,-3.859922469E-1,2.347220882E0,2.424561276E0
4.018395416E-1,5.486280917E-1,4.373264149E-1,3.153685237E0,3.230785934E0
4.118255416E-1,5.424439303E-1,1.068220519E0,2.913938870E0,3.150615850E0
4.218125417E-1,-1.432678347E0,8.484634432E-1,2.111557626E0,2.689076620E0
4.317985417E-1,-2.980250681E0,1.037465626E-1,1.387020949E0,3.288842438E0
